Track,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Apple Music Playlist Count,AirPlay Spins,Shazam Counts,Explicit Track
I Can Do It With A Broken Heart,Taylor Swift,4/18/2024,USUG12401040,267,95.0,250430303,7079,134357870,84,16747466,251549,52156902,411722900,72,6243,188022,1
Death Bed Coffee For Your Head,Powfu,2/9/2019,USSM12000925,268,94.8,1656385770,283938,62191957,74,1135382823,15066754,610598789,5007036875,219,200884,10905647,0
Too Many Nights,Metro Boomin,12/2/2022,USUG12208784,269,94.5,682837690,155771,28629209,80,191823612,1853827,23532424,185584934,56,2067,3246804,1
Meltdown,Travis Scott,7/27/2023,USSM12305021,270,94.3,347647880,106908,29964622,74,30685665,405870,6796886,53065653,57,53527,861189,1
Moscow Mule,Bad Bunny,5/6/2022,QM6MZ2214875,272,94.1,1108031580,121256,44739826,77,765780154,4700638,106783326,940630746,104,74052,1644044,1
Something Just Like This,The Chainsmokers,2/22/2017,USQX91700278,273,94.0,2596644721,278237,128709855,82,2822804239,15242846,80813727,631258708,315,409911,16040973,0
7 Rings,Ariana Grande,1/18/2019,USUM71900110,274,93.9,2262490403,179865,89518199,77,1903198886,22206277,282688098,2620954252,220,176589,7983512,1
Moonlight,Kali Uchis,2/24/2023,USUM72219486,275,93.1,701558859,110539,46729655,74,209195939,2284142,173483893,1114531877,67,15726,3204314,0
Savage Love Laxed Siren Beat,Jawsh 685,6/11/2020,USSM12003798,276,93.1,1118038333,142905,27025973,67,481447573,3636839,420225179,4530095073,198,394564,11067994,1
Gods Plan,Drake,1/20/2018,USCM51800004,278,92.9,2529948475,313741,79266167,77,2040639375,19912225,70576617,634177218,226,14465,9512236,1
La Vc,Xavi,8/19/2023,USA2P2339944,280,92.0,521116293,24734,22828160,81,427625497,2560068,11882123,107781205,18,3852,988007,1
My Eyes,Travis Scott,7/28/2023,USSM12305007,281,91.9,403132906,103255,13549357,78,42319491,564712,16565594,139973656,37,417,1911147,1
Despacito Remix,Luis Fonsi,4/17/2017,USUM71703825,284,91.5,1713294983,134700,39604784,65,2920155266,17308189,61011622,607999568,268,598,7805645,0
Ghost,Justin Bieber,3/19/2021,USUM72102635,283,91.5,1586830204,151923,73574395,80,476319277,4622504,122390348,1180485094,119,844492,4413143,0
Dior,Pop Smoke,7/26/2019,USUM71914275,285,91.4,1070422470,294539,47391658,72,909072115,7522969,119978916,1077344517,132,82158,4711998,1
Una Noche En Medell,Cris Mj,1/21/2022,QM4TW2218961,288,90.7,839405565,107431,27444811,75,662287768,4695932,422978919,4817726878,41,29848,2351019,1
Sad,XXXTENTACION,3/2/2018,USUG11800208,289,90.5,2218531106,263801,60437070,75,1800863873,26301389,58018849,435340082,77,21340,3798652,1
Primera Cita,Carin Leon,4/20/2023,QZQMB2104890,290,90.5,598006591,35842,34735524,80,415255950,1480134,96228889,1108602382,32,26180,2336296,0
Efecto,Bad Bunny,5/6/2022,QM6MZ2214884,292,90.1,1293773697,115332,51081689,77,501908214,2730759,549037519,6046489956,50,33285,1927360,1
Slow It Down,Benson Boone,3/22/2024,USWB12400913,294,89.4,202667139,11945,116623933,85,25188125,291189,349400,3500000,56,36922,518777,0
Yonaguni,Bad Bunny,6/4/2021,QM6P42169803,295,88.6,1398634184,177082,44848091,71,1084871745,7894095,298126879,2877719483,145,54669,2211960,1
Heathens,Twenty One Pilots,6/16/2016,USAT21601930,296,88.6,1777196966,241108,65091468,78,2624180055,21763865,113594559,1024805500,125,153475,14696531,0
Whoopty,CJ,8/20/2020,USA2P2031043,297,88.6,775664145,213464,28998615,61,810607861,8889460,506491179,4864435271,158,1644,6422051,1
Super Shy,NewJeans,7/7/2023,USA2P2330068,298,88.4,547471596,48103,22977059,77,202977396,2705714,210186679,1998080214,56,23381,528849,0
Happier,Marshmello,8/16/2018,USUG11801651,299,87.9,2143821605,220298,53040597,16,1512765689,18732541,96907387,809336882,209,390418,10193237,0
Harley Quinn,Fuerza Regida,10/18/2023,QZ9QQ2300781,301,87.7,462284590,31617,36745154,84,110545167,325395,169601790,1947539058,41,13786,1075943,1
Baby Dont Hurt Me,David Guetta,4/7/2023,UKWLG2300016,300,87.7,509231024,69486,142546135,79,40223001,328421,42,312,145,396880,3375037,0
Butter,BTS,5/21/2021,QM6MZ2156864,302,87.5,1257974135,90160,40533320,70,1175755478,27744989,1059257365,8120632702,221,181961,4173408,0
Calma Remix,Pedro Capï¿,10/5/2018,USSD11800343,303,87.2,1153753974,118846,37335160,67,2890512374,13572964,11391899,124640416,152,57934,14113990,0
Cant Stop The Feeling Original Song From Dreamworks Animations Trolls,Justin Timberlake,5/6/2016,USRC11600876,305,87.1,1733302434,191065,88781556,72,2322229374,9042088,26503434,153590873,459,364043,15828266,0
Say So,Doja Cat,11/7/2019,USRC11903454,306,87.0,1199270601,161574,48493190,69,879051516,10069968,687678447,5494376938,295,1309,10741166,1
Ransom,Lil Tecca,5/22/2019,QZ85M1940160,307,86.8,1355971796,198992,52412236,77,749040183,8156272,79556873,532109309,99,26259,2972685,1
Romantic Homicide,d4vd,7/20/2022,QZMEM2232831,308,86.8,1136504636,152157,60605828,81,154143867,2307573,215294962,1306972284,65,8306,1892741,0
Pink Skies,Zach Bryan,5/24/2024,USWB12401947,309,86.7,60240739,4611,98570633,84,3322959,65840,107100,843600,82,734,156886,0
Rockabye,Clean Bandit,10/21/2016,GBAHS1600363,310,86.6,1528107667,170648,55710071,73,3187869227,16180445,61034077,595697842,188,174095,23696980,1
Rich Men North Of Richmond,Oliver Anthony Music,8/11/2023,QZPLS2305267,312,86.5,214598468,66613,6363839,74,145094088,2568642,1367633,35469076,21,5633,736604,1
Beso,ROSALï¿½,3/24/2023,USSM12301258,313,86.3,647201484,81393,46208549,74,186060248,1524559,131649631,1792090770,117,106591,1589528,0
Que Vuelvas,Carin Leon,12/9/2022,QZWT32210000,314,86.1,684853927,42893,25716699,73,547937715,1638787,91969060,1162186778,45,14160,1654594,1
Just Wanna Rock,Lil Uzi Vert,10/17/2022,USAT22219211,318,85.8,665519026,152193,67322941,68,187947945,2379515,606205784,5516142056,73,4066,3245670,1
Mood Swings,Pop Smoke,7/3/2020,USUM72013632,317,85.8,785016247,210669,32702397,70,654629596,5578060,141952709,976662212,100,41,3516050,1
Fuck Love,XXXTENTACION,8/25/2017,USUYG1156898,319,85.6,1615274494,203617,35375009,79,515463883,6471385,19736442,100843174,37,1088,2026025,1
Rich Flex,Drake,11/4/2022,USUG12208598,320,85.5,812274757,185579,57165405,73,86053276,651228,223409952,1834709832,116,644,2300268,1
Standing Next To You,Jung Kook,11/3/2023,USA2P2348391,321,85.5,675865902,23181,58344509,85,130563278,4183405,111187858,628043802,37,62294,1220942,0
Congratulations,Post Malone,11/4/2016,USUM71614484,322,85.3,1984802459,246374,81736432,75,1790918527,11063672,99916455,811673866,143,32009,5233589,1
Do It To It,ACRAZE,8/20/2021,QZFPL2100100,324,85.2,805019111,238887,94531613,73,117678524,1540284,673283810,10369065597,192,217739,9653748,0
Tusa,KAROL G,11/7/2019,USUM71921183,323,85.2,1497511486,157185,59187880,68,1816772749,12498062,39086388,414336041,232,150990,7663807,0
For The Night,Pop Smoke,7/3/2020,USUM72013355,325,84.8,1119350842,272485,46626350,71,767399825,6283245,203661245,1505078331,206,243703,4546156,1
Good Good,USHER,8/4/2023,QZS7J2331813,326,84.7,53825007,14742,9204769,59,83224436,607267,6358930,89022964,22,343553,1896814,1
Austin,Dasha,11/17/2023,QZTB92360479,327,84.6,273023490,17900,169190514,87,28916868,303426,187163600,2850135008,99,83189,1521087,1
Search Rescue,Drake,4/7/2023,USUG12301601,329,84.6,337858357,96709,21646810,69,40938953,336819,21329637,192701225,89,119741,1383076,1
Tulum,Peso Pluma,6/28/2023,QM7282325573,328,84.6,390182196,36912,13688250,74,253468644,1103093,84875226,1391833232,44,20963,964306,1
Shivers,Ed Sheeran,1/1/2020,GBAHS2100671,330,84.4,1568058093,188855,77441110,77,683237554,4641763,88427778,1292107474,263,925333,10179048,0
Adderall Corvette Corvette,Popp Hunna,10/14/2020,USA2P2036916,332,84.1,90383224,24868,4716437,45,29836991,627377,462872272,4082175492,20,470,759001,1
Sunroof,Nicky Youre,12/3/2021,USQX92202129,334,83.8,890752779,104690,38444734,79,169046580,1678946,47472,5807175,149,849471,2488830,0
Los Del Espacio,LIT killah,6/1/2023,USWL12300725,336,83.3,373898429,53671,24287193,72,314467618,1775081,148537760,1715842070,42,29417,776352,0
Taste,Tyga,5/16/2018,USUYG1198481,338,83.1,1358105253,217189,31143734,69,1875005008,10236903,145706030,1981780200,67,46534,7997160,1
Mamiii,Becky G,2/10/2022,USRC12200425,337,83.1,911797058,80109,53928265,74,628307968,4924401,267846050,3410691967,125,165243,3561445,1
Until I Found You,Stephen Sanchez,9/1/2021,USUG12103651,339,83.0,1020452066,169696,52678003,73,385820349,4710732,391999548,3320885451,75,269792,11693340,0
Banana,Conkarah,8/16/2019,QMRSZ1901446,341,82.7,27747363,9067,1365840,41,136028794,1352520,803136063,11797196743,12,7746,348103,0
Stick Season,Noah Kahan,7/8/2022,USUM72212470,342,82.6,965865213,113676,169323128,86,89431811,659870,29406696,275016537,148,319240,3365903,0
Need To Know,Doja Cat,6/11/2021,USRC12101120,344,82.5,1178076856,164743,42269625,71,507790705,6169368,365523934,2422643413,195,439065,5746726,1
Kompa Pasi,ýýýýýýýýýý,4/12/2024,USUS12400227,345,82.5,29458027,2602,6588032,78,8529869,225779,8820761,87680200,9,132,2085595,0
Qu Ago,Yuridia,10/20/2022,MXF012200200,343,82.5,394381902,22919,12262540,73,805683907,2076505,48461089,847830213,24,25712,1353588,0
Last Last,Burna Boy,5/12/2022,USAT22204901,346,82.4,410722289,130203,16877163,68,332556651,1906835,93902403,1049244970,203,214958,4840000,0
500Lbs,Lil Tecca,7/21/2023,USUM72309854,349,82.1,350584176,79228,26972646,68,32342535,452857,1056379,11627298,19,1239,776386,1
Knife Talk With 21 Savage Ft Project Pat,Drake,9/3/2021,USUG12104409,348,82.1,732652170,217189,35225322,72,247680355,2184804,95344150,711702658,67,3965,2095961,1
Billie Eilish,Armani White,5/19/2022,SGB502248062,350,82.0,359416593,91114,29730236,64,116400996,2127918,885538360,10488403602,40,169548,3310069,1
,YOASOBI,4/12/2023,JPP302300157,351,81.8,356559943,47785,12078942,69,490408465,4295510,162429655,1871819472,59,1883,804248,0
Thinkin B,Morgan Wallen,3/3/2023,USUG12300821,353,81.5,406319778,42283,16439412,80,84066193,368256,7626726,99492470,50,262596,1185776,0
Madonna,Natanael Cano,3/8/2024,QZ9QQ2400185,354,81.3,272838329,7265,54631978,85,105675950,806116,150848,2099500,23,572,572478,1
Deja Vu,Olivia Rodrigo,4/1/2021,USUG12101240,355,81.3,1606975517,172376,64346126,80,638102695,7847239,534102475,3758269019,206,279408,3545397,1
Sequncia Da,TRASHXRL,5/8/2023,SGB502370315,358,80.8,148630357,22962,19586200,33,61652249,723007,145382546,2299851479,3,1,423570,1
Doja,Central Cee,7/21/2022,ZZOPM2237319,360,80.5,676519766,192241,57503569,74,201326163,3061387,411670410,3919404141,66,58802,2415167,1
Kill This Love,BLACKPINK,4/4/2019,KRA401900005,361,80.4,820840650,63934,18843601,67,2920436498,40314889,182304244,1616215054,67,9022,2892074,0
Good Luck Babe,Chappell Roan,4/5/2024,USUG12401967,363,80.2,176290078,13470,157502211,87,6018651,140562,45660069,263955300,99,16680,485935,0
Sweet But Psycho,Ava Max,8/17/2018,USAT21802011,365,80.1,1668741024,174052,42966784,76,1254501233,9554049,206785018,2733847243,192,368635,13479680,0
Hey Mor,Ozuna,10/6/2022,QMDA62203322,364,80.1,986132265,97956,68983561,76,383748675,1303919,154969251,2145975300,79,65798,1428200,0
Ferrari,James Hype,3/15/2022,GB3CE2200004,366,80.1,626010147,185422,78359363,74,202193289,1277287,20233025,368044894,132,253244,6257313,0
Falling,Trevor Daniel,10/5/2018,USUYG1221109,367,80.0,1606023895,225643,32822629,71,1151842584,15653870,914937622,8742744684,115,168415,12373665,0
Positions,Ariana Grande,10/23/2020,USUM72019412,368,80.0,1432830108,139215,53934095,74,778340255,10401273,254276140,1984520688,283,599336,3299253,1
Where Are You Now,Lost Frequencies,7/30/2021,BEHP42100067,370,79.9,1223329465,211823,114773091,74,214359669,1467163,25459624,413908070,256,391895,8462590,0
Save Your Tears,The Weeknd,3/20/2020,USUG12000658,371,79.9,1995511952,304456,63126296,80,365257705,2699016,137726738,1154403769,285,3607,15776388,1
Happier Than Ever,Billie Eilish,7/30/2021,USUM72105936,372,79.9,1321878145,189487,51228803,78,530778926,8470860,358879639,2295813182,199,82181,4647622,1
This Is What You Came For,Calvin Harris,4/29/2016,GBARL1600460,373,79.8,1746790923,204049,117171040,79,3084719501,13411706,17649503,137718139,356,119588,13444054,0
China,Anuel AA,7/19/2019,QM6P41952433,376,79.5,1178076574,137559,58323638,68,2324673715,9851235,15484682,146747450,182,36105,5865011,0
Let It Go From Frozensoundtrack Version,Idina Menzel,1/1/2013,USWD11366376,374,79.5,759374819,64239,27371339,69,4168791151,11589558,81957005,966469545,151,5863,2515774,0
Moonlight,XXXTENTACION,3/16/2018,USUG11800209,375,79.5,1885431727,241112,41330643,77,1607650475,24201486,36219008,300772720,66,16859,3644968,1
Smart,LE SSERAFIM,2/19/2024,USA2P2402103,379,79.3,159256689,6829,20291074,74,130698280,1872592,234770546,2059824051,13,915,234077,0
The Business,Tiï¿½ï¿,9/16/2020,CYA112000624,381,78.3,1191635193,255697,78272032,70,539885283,4027102,73955191,1435552956,362,277419,9642311,0
Ride It,Regard,7/26/2019,GBCEN1900047,382,78.2,1349427877,220002,106549747,76,564022753,3884141,362781709,5118900832,357,386774,16283609,0
Mwaki,Zerb,9/27/2023,NLRD52339318,383,77.9,121234000,36468,76765385,42,78160610,806269,20204903,395342206,48,90542,4890793,0
Bichota,KAROL G,10/23/2020,USUM72019324,385,77.8,868091483,86379,31261057,64,1591945481,7916193,101362709,1153849236,133,36028,1740278,1
The Hills,The Weeknd,5/27/2015,USUG11500737,388,77.5,2306740926,333310,91689799,80,2404495013,15819333,140355034,1174129136,178,9129,17199384,1
Skinny,Billie Eilish,5/17/2024,USUM72401995,390,77.3,77212437,4083,13850203,84,7658766,246884,301528,1423956,52,238,39163,0
Te Felicito,Shakira,4/21/2022,USQX92201764,392,77.0,719593291,74269,37254627,67,719244041,4424400,159735614,2594106000,98,124848,2583205,0
Stumblin In,CYRIL,11/10/2023,NLZ542301810,394,76.9,180784576,22208,150873146,83,29260192,247757,2012224,61731912,91,111796,4657449,0
Star Walkin League Of Legends Worlds Anthem,Lil Nas X,9/22/2022,USSM12208809,396,76.6,428164381,80340,18339674,68,138760138,1465825,40889470,419346148,69,469798,5323336,1
Desesperados,Rauw Alejandro,12/10/2021,USSD12100779,397,76.6,1021480638,119558,50631491,78,722946861,3591807,186008455,2153526389,75,55181,2591948,1
Sugar,Maroon 5,8/29/2014,USUM71410340,399,76.6,1838092894,186038,69903249,75,4151880976,16983201,29492228,406531709,197,3772,10029992,1
Old Town Road Remix,Lil Nas X,4/5/2019,USSM11902498,404,76.2,1527106099,186252,34012219,68,11512,171,55379491,478304071,263,109745,12855943,0
Let Me Love You,DJ Snake,8/5/2016,QMZSY1600015,403,76.2,2147028486,205482,89333146,80,2457588032,18290642,49564235,528988791,239,192774,15320597,0
Envolver,Anitta,11/11/2021,USWL12100576,401,76.2,635241142,77669,44546385,65,836072339,4909216,699278513,9427647770,102,86127,2534489,0
Oubliemoi,Emkal,9/16/2022,FRDDV2200780,405,76.0,17992999,11288,327900,42,58383075,502081,118925740,2858109417,1,1309,1860955,1
Maestro,SEVENTEEN,4/29/2024,USA2P2415975,407,75.7,35244286,1629,14912783,75,70452629,1873655,18636812,90497430,15,632,85957,0
Nueva Vida,Peso Pluma,6/22/2023,QM7282306253,408,75.6,253464894,22779,10733622,76,191499043,634671,61572969,708437568,6,115,781164,1
You Broke Me First,Tate McRae,4/17/2020,USRC12000832,409,75.6,1439465700,169076,47204234,77,706284693,7820244,188771287,1383885042,238,395572,5808069,1
Beggin,Mï¿½ï¿½ne,12/8/2017,ITB001700846,413,75.4,1601293263,358760,75186063,79,424132504,4191200,1765938944,18153723096,271,478458,14404336,0
Haw,Maluma,7/29/2020,USSD12000190,415,75.3,1289186767,123303,48973048,73,1464055196,7754280,9309533,131926571,201,80055,2387272,0
La Falda,Myke Towers,11/22/2023,USWL12302952,416,75.3,367399860,29235,106808249,82,104584293,726526,1146,14800,57,42471,1040348,1
Cradles,Sub Urban,1/4/2019,GB2LD1800949,418,75.2,737097685,155765,20317539,68,1098942075,19179674,735932695,8841517566,19,23497,11014789,0
Roses Imanbek Remix,SAINt JHN,5/4/2019,RUB421901499,417,75.2,1927961994,323997,86092004,72,320969468,3572454,47716560,525749281,387,368034,28977015,1
Angel Numbers Ten Toes,Chris Brown,11/10/2023,USRC12302900,419,75.1,179565178,40225,15526253,75,41976731,479163,36593416,451763725,54,5615,2788317,1
Under The Influence,Chris Brown,10/4/2019,USRC11902743,423,74.9,1249760413,202465,56664631,79,699931779,6139127,252070540,2436202278,186,456661,12188959,1
Life Goes On,Oliver Tree,7/17/2020,USAT22007153,424,74.8,568230113,142225,16247309,68,531872316,9887683,1122403923,11938256726,46,48336,4910428,0
Batter Up,BABYMONSTER,11/27/2023,KRA402300048,426,74.5,121497542,6748,14377499,80,307571207,3994160,16093695,136260517,12,1559,252875,0
Trance With Travis Scott Young Thug,Metro Boomin,12/2/2022,USUG12208787,429,74.4,637325281,142076,31958929,79,25776208,246133,7811781,58477615,35,2,3359877,1
Rock And A Hard Place,Bailey Zimmerman,6/10/2022,USWB12201797,430,74.4,412845771,59749,11166198,73,215094924,1522549,80427947,777869891,37,325922,1315179,0
Ddudu Ddudu,BLACKPINK,6/15/2018,KRA401800096,434,74.0,701726499,51129,14859569,65,3435321800,41630558,73741892,683794564,55,3420,1916314,0
Telepat,Kali Uchis,11/18/2020,GBUM72005748,435,73.9,1151629030,201783,55679157,77,456651608,6111089,467181048,3401301248,164,173512,6239619,0
Wake Me Up,Avicii,1/1/2013,SEUM71301326,436,73.7,2325017580,347004,112575684,81,3214634614,17924466,33433988,360378218,302,358498,28653448,0
Overdrive,Ofenbach,10/6/2023,FR9W12347222,437,73.6,232417498,20983,96389865,80,59799293,367721,1152032,61820477,60,191891,3273690,0
Chulo Pt2,Bad Gyal,6/22/2023,USUM72305143,438,73.6,318567928,42351,29908589,69,313180496,1792729,102425830,797526303,43,16430,857885,1
All Girls Are The Same,Juice WRLD,4/13/2018,USUG11800651,439,73.5,1615353665,219797,40289611,76,130721152,1378012,40216565,294545167,37,610,3146346,1
Push Up Main Edit,Creeds,3/31/2023,DEE862300564,441,73.4,274229438,81319,88956153,77,22545691,353908,84624881,1182280724,31,7748,986887,0
Kings Queens,Ava Max,3/12/2020,USAT21906943,440,73.4,955439608,130031,24897061,73,627987518,6208902,192674077,2036664297,175,668145,8517243,0
Adore You,Harry Styles,12/6/2019,USSM11912588,442,73.2,1670164200,171120,93127826,78,721445001,8290855,125662413,805399161,254,811625,6307292,0
Highest In The Room,Travis Scott,10/4/2019,USSM11904276,443,73.2,1625149693,304394,58905241,78,925241514,9308268,74049746,713021988,211,83260,4613459,1
Unavailable,Davido,3/30/2023,GBARL2300322,444,73.2,155390490,51032,16505336,68,135400007,1021624,80258156,1043240094,99,40272,2290047,1
Taki Taki,DJ Snake,9/28/2018,USUG11802029,446,73.0,1570233605,37830,10568342,65,2737562687,21758603,2454022,40964161,215,30855,8754118,1
Dreamers Music From The Fifa World Cup Qatar 2022 Official Soundtrack,Jung Kook,11/20/2022,QZNMY2232113,448,73.0,419016792,24878,16888060,42,299024405,6706233,417635777,5766443841,13,15581,1878044,0
Cruel Summer,Taylor Swift,8/23/2019,USUG11901472,451,72.8,2188247133,121479,201964859,88,342388433,2291619,465904062,4967025679,273,913464,3476323,0
Easy,LE SSERAFIM,2/19/2024,USA2P2402101,455,72.4,141803939,7192,20908017,78,139498636,1771124,12990521,80625682,20,2733,190784,0
